execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_exec_time_ms,dfc_rewrite_time_ms,dfc_rows,dfc_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,query_name,query_num,tpch_sf,umbra_correctness_error,umbra_correctness_match,umbra_dfc_correctness_error,umbra_dfc_correctness_match,umbra_dfc_error,umbra_dfc_rows,umbra_dfc_time_ms,umbra_error,umbra_logical_correctness_error,umbra_logical_correctness_match,umbra_logical_error,umbra_logical_rows,umbra_logical_time_ms,umbra_rows,umbra_time_ms
1,2026-02-10T10:04:44.007544,270.5969603266567,,,True,,50.15949998050928,1.6317919362336397,4,51.79129191674292,,116.59558420069516,6.315709091722965,4,122.91129329241812,,47.369000036269426,4,47.369000036269426,q01,1,1.0,,True,,True,,4,30.460292007774115,,,True,,4,35.66204197704792,4,48.52537508122623
2,2026-02-10T10:04:44.149150,110.62850011512637,,,True,,28.91275007277727,3.8319581653922796,10,32.74470823816955,,37.0082501322031,3.966541960835457,10,40.97479209303856,,23.736624978482723,10,23.736624978482723,q03,3,1.0,,True,,True,,10,7.5095840729773045,,,True,,10,8.902624947950244,10,13.172374805435538
3,2026-02-10T10:04:44.565477,211.26300026662648,,,True,,46.99920816347003,2.3815419990569353,5,49.380750162526965,,118.0299581028521,2.450082916766405,5,120.48004101961851,,22.727792151272297,5,22.727792151272297,q04,4,1.0,,True,,True,,5,8.21983302012086,,,True,,5,186.41587509773672,5,18.674416933208704
4,2026-02-10T10:04:44.705966,112.3833330348134,,,True,,25.132833048701286,1.7991249915212393,5,26.931958040222526,,44.820541981607676,4.31162491440773,5,49.132166896015406,,25.255833053961396,5,25.255833053961396,q05,5,1.0,,True,,True,,5,6.864124909043312,,,True,,5,10.969541035592556,5,11.063375044614077
5,2026-02-10T10:04:44.755862,33.68795895949006,,,True,,6.466750055551529,1.2302091345191002,1,7.696959190070629,,14.570249943062663,2.4977498687803745,1,17.067999811843038,,6.341292057186365,1,6.341292057186365,q06,6,1.0,,True,,True,,1,2.1208329126238823,,,True,,1,3.7096249870955944,1,2.581707900390029
6,2026-02-10T10:04:45.178031,384.414748987183,,,True,,58.401166927069426,2.8455830179154873,4,61.24674994498491,,235.5284581426531,8.29191692173481,4,243.82037506438792,,60.63129100948572,4,60.63129100948572,q07,7,1.0,,True,,True,,4,8.105667075142264,,,True,,4,19.124209182336926,4,18.716332968324423
7,2026-02-10T10:04:45.415650,161.41533409245312,,,True,,23.458292009308934,2.4143329355865717,2,25.872624944895506,,76.11187500879169,7.874875096604228,2,83.98675010539591,,20.883334102109075,2,20.883334102109075,q08,8,1.0,,True,,True,,2,25.586624862626195,,,True,,2,39.588999934494495,2,30.67262494005263
8,2026-02-10T10:05:36.105853,50588.723375229165,,,True,,54.659583140164614,1.9456250593066216,175,56.605208199471235,,50197.932875016704,5.388000048696995,175,50203.3208750654,,62.70312494598329,175,62.70312494598329,q09,9,1.0,,True,,True,,175,28.203624999150634,,,True,,175,48.94262505695224,175,266.09416701830924
9,2026-02-10T10:05:36.579474,403.75649905763566,,,True,,73.24912515468895,12.721291044726968,20,85.97041619941592,,85.77287499792874,6.319499807432294,20,92.09237480536103,,164.4152500666678,20,164.4152500666678,q10,10,1.0,,True,,True,,20,12.919542146846652,,,True,,20,18.12695781700313,20,61.278457986190915
10,2026-02-10T10:05:36.736150,127.63633392751217,,,True,,17.72083411924541,4.013875033706427,2,21.734709152951837,,32.89270796813071,4.058249993249774,2,36.95095796138048,,32.37820789217949,2,32.37820789217949,q12,12,1.0,,True,,True,,2,4.962083883583546,,,True,,2,8.32420913502574,2,36.57245892100036
11,2026-02-10T10:05:36.820358,64.21516626141965,,,True,,15.08070807904005,2.5480410549789667,1,17.628749134019017,,21.26254211179912,2.7888340409845114,1,24.051376152783632,,17.350291134789586,1,17.350291134789586,q14,14,1.0,,True,,True,,1,3.355375025421381,,,True,,1,4.826083080843091,1,5.184749839827418
12,2026-02-10T10:05:37.293306,386.9280400685966,,,True,,47.3832911811769,3.935749875381589,57,51.31904105655849,,131.2947920523584,3.6179160233587027,57,134.9127080757171,,97.02612506225705,57,97.02612506225705,q18,18,1.0,,True,,True,,57,48.22587501257658,,,True,,57,27.063915971666574,57,103.67016587406397
13,2026-02-10T10:05:37.489218,119.04137628152966,,,True,,22.598874988034368,3.2487499993294477,1,25.847624987363815,,45.70083413273096,6.366458022966981,1,52.06729215569794,,27.09225006401539,1,27.09225006401539,q19,19,1.0,,True,,True,,1,6.814833963289857,,,True,,1,54.30199997499585,1,14.03420907445252
14,2026-02-10T10:05:37.860187,287.26766793988645,,,True,,49.89333404228091,2.3099579848349094,4,52.20329202711582,,126.03870895691216,3.8730420637875795,4,129.91175102069974,,51.461916882544756,4,51.461916882544756,q01,1,1.0,,True,,True,,4,32.84245799295604,,,True,,4,35.49016686156392,4,53.69070800952613
15,2026-02-10T10:05:38.057207,153.2835413236171,,,True,,20.079582929611206,3.6627091467380524,10,23.74229207634926,,30.438499990850687,3.840832971036434,10,34.27933296188712,,22.227875189855695,10,22.227875189855695,q03,3,1.0,,True,,True,,10,10.95716585405171,,,True,,10,19.064457854256034,10,73.03404109552503
16,2026-02-10T10:05:38.623226,230.2675419487059,,,True,,47.77954192832112,3.639624919742346,5,51.41916684806347,,109.68762496486306,2.440792042762041,5,112.1284170076251,,46.95583297871053,5,46.95583297871053,q04,4,1.0,,True,,True,,5,10.32808399759233,,,True,,5,221.7151669319719,5,19.764125114306808
17,2026-02-10T10:05:38.763966,110.87083187885582,,,True,,23.518041940405965,2.032957971096039,5,25.550999911502004,,42.050540912896395,4.204875091090798,5,46.25541600398719,,28.514874866232276,5,28.514874866232276,q05,5,1.0,,True,,True,,5,7.187542039901018,,,True,,5,10.665332898497581,5,10.549541097134352
18,2026-02-10T10:05:38.812393,31.97137382812798,,,True,,6.195958005264401,1.1040419340133667,1,7.299999939277768,,13.239583000540733,2.4649999104440212,1,15.704582910984755,,6.193583132699132,1,6.193583132699132,q06,6,1.0,,True,,True,,1,2.76141706854105,,,True,,1,3.713875077664852,1,2.7732078451663256
19,2026-02-10T10:05:39.227688,375.6573321297765,,,True,,52.39995801821351,4.775041015818715,4,57.174999034032226,,240.87662482634187,7.703791139647365,4,248.58041596598923,,50.1459171064198,4,50.1459171064198,q07,7,1.0,,True,,True,,4,8.538041030988097,,,True,,4,19.310709089040756,4,19.75600002333522
20,2026-02-10T10:05:39.457815,153.72925205156207,,,True,,25.528999976813793,2.6402920484542847,2,28.169292025268078,,71.76474994048476,14.628208940848708,2,86.39295888133347,,20.342084113508463,2,20.342084113508463,q08,8,1.0,,True,,True,,2,22.235124837607145,,,True,,2,44.18070800602436,2,18.82491703145206
21,2026-02-10T10:06:15.213742,35666.59216606058,,,True,,49.9031669460237,1.829083077609539,175,51.73225002363324,,35316.69541588053,5.497792037203908,175,35322.193207917735,,52.43300017900765,175,52.43300017900765,q09,9,1.0,,True,,True,,175,25.072166929021478,,,True,,175,47.091874992474914,175,240.23370794020593
22,2026-02-10T10:06:15.596917,325.1060431357473,,,True,,62.807041918858886,10.059084044769406,20,72.86612596362829,,86.52895805425942,6.152624962851405,20,92.68158301711082,,102.22412506118417,20,102.22412506118417,q10,10,1.0,,True,,True,,20,11.245542205870152,,,True,,20,19.482166972011328,20,57.33420909382403
23,2026-02-10T10:06:15.750731,127.35112640075386,,,True,,18.102708039805293,2.3698341101408005,2,20.472542149946094,,34.4258330296725,3.9564170874655247,2,38.38225011713803,,30.81554197706282,2,30.81554197706282,q12,12,1.0,,True,,True,,2,5.2022498566657305,,,True,,2,8.18174984306097,2,37.68079215660691
24,2026-02-10T10:06:15.831035,61.09745684079826,,,True,,13.702166033908725,2.1696658805012703,1,15.871831914409995,,21.611541975289583,2.7836249209940434,1,24.395166896283627,,14.880042057484388,1,14.880042057484388,q14,14,1.0,,True,,True,,1,3.344290889799595,,,True,,1,4.157083109021187,1,5.950415972620249
25,2026-02-10T10:06:16.260993,347.47129236347973,,,True,,47.33108403161168,3.868584055453539,57,51.19966808706522,,125.99312514066696,3.7467910442501307,57,129.7399161849171,,91.71783295460045,57,91.71783295460045,q18,18,1.0,,True,,True,,57,43.16724999807775,,,True,,57,28.45720900222659,57,74.81387513689697
26,2026-02-10T10:06:16.393182,107.82454186119139,,,True,,22.721624933183193,3.2173749059438705,1,25.938999839127064,,43.13579108566046,6.294667022302747,1,49.430458107963204,,24.410208920016885,1,24.410208920016885,q19,19,1.0,,True,,True,,1,3.7946668453514576,,,True,,1,7.530541159212589,1,8.044874994084239
27,2026-02-10T10:06:16.751429,276.6027911566198,,,True,,50.4187501501292,2.3007909767329693,4,52.71954112686217,,123.26800008304417,4.023957997560501,4,127.29195808060467,,50.40654190815985,4,50.40654190815985,q01,1,1.0,,True,,True,,4,31.086082803085446,,,True,,4,38.559166016057134,4,46.184750040993094
28,2026-02-10T10:06:16.878587,96.00604278966784,,,True,,23.591874865815043,3.4048748202621937,10,26.996749686077237,,34.78137496858835,3.935083979740739,10,38.71645894832909,,21.5296670794487,10,21.5296670794487,q03,3,1.0,,True,,True,,10,7.3308751452714205,,,True,,10,13.37058306671679,10,8.763167075812817
29,2026-02-10T10:06:17.321857,227.63520781882107,,,True,,61.32770818658173,2.6984168216586113,5,64.02612500824034,,128.99337499402463,5.22774993441999,5,134.22112492844462,,20.383666967973113,5,20.383666967973113,q04,4,1.0,,True,,True,,5,8.246792014688253,,,True,,5,195.40116586722434,5,9.004290914162993
30,2026-02-10T10:06:17.469611,112.06566775217652,,,True,,26.324083097279072,1.9138338975608349,5,28.237916994839907,,44.52062491327524,4.523166920989752,5,49.043791834264994,,26.7944170627743,5,26.7944170627743,q05,5,1.0,,True,,True,,5,7.514290977269411,,,True,,5,11.779666179791093,5,7.989541860297322
31,2026-02-10T10:06:17.515801,31.267917016521096,,,True,,6.1841250862926245,1.0740419384092093,1,7.258167024701834,,13.051292160525918,2.352125011384487,1,15.403417171910405,,6.328708026558161,1,6.328708026558161,q06,6,1.0,,True,,True,,1,1.856083981692791,,,True,,1,3.541375044733286,1,2.2776247933506966
32,2026-02-10T10:06:17.928711,379.57249814644456,,,True,,50.06566597148776,3.0075828544795513,4,53.07324882596731,,247.98145820386708,7.975375046953559,4,255.95683325082064,,51.022041123360395,4,51.022041123360395,q07,7,1.0,,True,,True,,4,6.766333011910319,,,True,,4,16.959750093519688,4,19.520374946296215
33,2026-02-10T10:06:18.161271,161.53029189445078,,,True,,22.759250132367015,2.444374840706587,2,25.2036249730736,,78.2084169331938,8.109374903142452,2,86.31779183633626,,22.32500002719462,2,22.32500002719462,q08,8,1.0,,True,,True,,2,21.10025007277727,,,True,,2,38.16712484695017,2,27.683875057846308
34,2026-02-10T10:06:51.526710,33271.986541803926,,,True,,58.59599984250963,1.8879161216318607,175,60.48391596414149,,32915.529042016715,5.504791857674718,175,32921.03383387439,,63.73995798639953,175,63.73995798639953,q09,9,1.0,,True,,True,,175,26.196958031505346,,,True,,175,49.653499852865934,175,226.72883397899568
35,2026-02-10T10:06:51.928044,341.99666627682745,,,True,,60.00575004145503,10.974417207762599,20,70.98016724921763,,89.37912504188716,5.4586660116910934,20,94.83779105357826,,105.2676250692457,20,105.2676250692457,q10,10,1.0,,True,,True,,20,16.168458852916956,,,True,,20,18.381083849817514,20,70.91108290478587
36,2026-02-10T10:06:52.086642,130.38945733569562,,,True,,19.243207992985845,2.158583141863346,2,21.40179113484919,,35.67895805463195,4.126042127609253,2,39.8050001822412,,31.355791026726365,2,31.355791026726365,q12,12,1.0,,True,,True,,2,5.3914999589324,,,True,,2,9.198250016197562,2,37.82687499187887
37,2026-02-10T10:06:52.174440,67.68350093625486,,,True,,15.070166904479265,2.1944998297840357,1,17.2646667342633,,22.379792062565684,2.781500108540058,1,25.161292171105742,,18.614958971738815,1,18.614958971738815,q14,14,1.0,,True,,True,,1,3.2830829732120037,,,True,,1,5.697916029021144,1,6.642583059147
38,2026-02-10T10:06:52.689649,413.58741791918874,,,True,,49.55145879648626,3.9734169840812683,57,53.52487578056753,,126.74325006082654,3.6648749373853207,57,130.40812499821186,,91.7063751257956,57,91.7063751257956,q18,18,1.0,,True,,True,,57,52.85362503491342,,,True,,57,35.74570897035301,57,137.94804201461375
39,2026-02-10T10:06:52.845055,121.10187509097159,,,True,,24.836957920342684,3.3641669433563948,1,28.20112486369908,,41.25033412128687,6.618458079174161,1,47.86879220046103,,32.28820813819766,1,32.28820813819766,q19,19,1.0,,True,,True,,1,3.487790934741497,,,True,,1,9.195666993036866,1,12.74374988861382
40,2026-02-10T10:06:53.193676,274.27670755423605,,,True,,53.41604189015925,2.329958835616708,4,55.74600072577596,,115.84370792843401,4.0236657951027155,4,119.86737372353673,,48.109125113114715,4,48.109125113114715,q01,1,1.0,,True,,True,,4,29.455624986439943,,,True,,4,34.592875046655536,4,50.55420799180865
41,2026-02-10T10:06:53.320787,95.38141707889736,,,True,,22.776291938498616,3.6864581052213907,10,26.462750043720007,,30.40387504734099,3.832791931927204,10,34.23666697926819,,21.148042054846883,10,21.148042054846883,q03,3,1.0,,True,,True,,10,7.695291191339493,,,True,,10,13.249540934339166,10,13.533958001062274
42,2026-02-10T10:06:53.732005,200.70899883285165,,,True,,46.84258298948407,3.516916884109378,5,50.35949987359345,,107.27379098534584,2.518957946449518,5,109.79274893179536,,20.54325002245605,5,20.54325002245605,q04,4,1.0,,True,,True,,5,9.960625087842345,,,True,,5,190.43583399616182,5,20.01350000500679
43,2026-02-10T10:06:53.890900,117.72412504069507,,,True,,23.467040853574872,3.562290919944644,5,27.029331773519516,,45.83879210986197,4.476041998714209,5,50.31483410857618,,31.08029207214713,5,31.08029207214713,q05,5,1.0,,True,,True,,5,6.223957985639572,,,True,,5,12.544707860797644,5,9.299667086452246
44,2026-02-10T10:06:53.941167,33.00229203887284,,,True,,6.387874949723482,1.1222499888390303,1,7.510124938562512,,14.247833052650094,2.621167106553912,1,16.869000159204006,,6.408541928976774,1,6.408541928976774,q06,6,1.0,,True,,True,,1,1.7828750424087048,,,True,,1,4.925457993522286,1,2.214625012129545
45,2026-02-10T10:06:54.342683,363.7367079500109,,,True,,53.859208011999726,4.4264160096645355,4,58.28562402166426,,226.765374885872,8.184167090803385,4,234.9495419766754,,51.32912495173514,4,51.32912495173514,q07,7,1.0,,True,,True,,4,6.05925009585917,,,True,,4,20.04566602408886,4,19.172416999936104
46,2026-02-10T10:06:54.569485,156.7149159964174,,,True,,22.87104190327227,2.3934999480843544,2,25.264541851356626,,76.22299995273352,7.856208132579923,2,84.07920808531344,,21.61154104396701,2,21.61154104396701,q08,8,1.0,,True,,True,,2,21.55225002206862,,,True,,2,37.34308294951916,2,25.75962501578033
47,2026-02-10T10:07:33.453953,38769.622416934,,,True,,53.7818749435246,1.8575000576674938,175,55.63937500119209,,38332.70729193464,5.661458009853959,175,38338.36874994449,,54.92299981415272,175,54.92299981415272,q09,9,1.0,,True,,True,,175,28.770208125934005,,,True,,175,66.26854208298028,175,320.6912921741605
48,2026-02-10T10:07:33.946057,432.704791193828,,,True,,73.0215001385659,24.229625007137656,20,97.25112514570355,,91.60137502476573,5.821041064336896,20,97.42241608910263,,154.17737513780594,20,154.17737513780594,q10,10,1.0,,True,,True,,20,13.431667117401958,,,True,,20,16.514958115294576,20,83.85387482121587
49,2026-02-10T10:07:34.116152,138.67662381380796,,,True,,22.46487489901483,2.632790943607688,2,25.09766584262252,,44.07579102553427,4.284207941964269,2,48.35999896749854,,33.88704196549952,2,33.88704196549952,q12,12,1.0,,True,,True,,2,9.205082897096872,,,True,,2,10.472292080521584,2,31.331917038187385
50,2026-02-10T10:07:34.208066,69.31529147550464,,,True,,14.083624817430973,2.310332842171192,1,16.393957659602165,,22.39675004966557,2.836749888956547,1,25.233499938622117,,21.922416985034943,1,21.922416985034943,q14,14,1.0,,True,,True,,1,3.9969580247998238,,,True,,1,5.7097498793154955,1,5.765416892245412
51,2026-02-10T10:07:34.809781,502.66133318655193,,,True,,53.197208093479276,4.07820800319314,57,57.275416096672416,,137.60070805437863,3.776832949370146,57,141.37754100374877,,220.71258397772908,57,220.71258397772908,q18,18,1.0,,True,,True,,57,55.98679184913635,,,True,,57,31.411124859005213,57,83.29579210840166
52,2026-02-10T10:07:34.950722,116.3490826729685,,,True,,22.123541915789247,3.189832903444767,1,25.313374819234014,,37.57874993607402,6.349083036184311,1,43.92783297225833,,30.118707800284028,1,30.118707800284028,q19,19,1.0,,True,,True,,1,3.6637908779084682,,,True,,1,6.231790874153376,1,16.989167081192136
53,2026-02-10T10:07:35.298421,268.99154181592166,,,True,,49.03066693805158,2.360624959692359,4,51.39129189774394,,113.70958294719458,3.8049998693168163,4,117.51458281651139,,48.94579201936722,4,48.94579201936722,q01,1,1.0,,True,,True,,4,30.57004208676517,,,True,,4,38.02391677163541,4,51.13987508229911
54,2026-02-10T10:07:35.422373,92.21874875947833,,,True,,19.869916839525104,3.401540918275714,10,23.271457757800817,,29.04170798137784,3.741875058040023,10,32.78358303941786,,22.39445806480944,10,22.39445806480944,q03,3,1.0,,True,,True,,10,7.668790873140097,,,True,,10,9.91429085843265,10,13.769249897450209
55,2026-02-10T10:07:35.801793,199.67820844613016,,,True,,44.65266712941229,2.3934170603752136,5,47.04608418978751,,110.20908318459988,2.449874999001622,5,112.6589581836015,,21.86979097314179,5,21.86979097314179,q04,4,1.0,,True,,True,,5,15.190999954938889,,,True,,5,154.83450004830956,5,18.10337509959936
56,2026-02-10T10:07:35.947796,107.02729411423206,,,True,,24.676583940163255,1.9957921467721462,5,26.6723760869354,,41.0307920537889,4.296167055144906,5,45.326959108933806,,27.255541877821088,5,27.255541877821088,q05,5,1.0,,True,,True,,5,9.504665853455663,,,True,,5,12.630125042051077,5,7.772417040541768
57,2026-02-10T10:07:35.997002,34.40079325810075,,,True,,6.529542151838541,1.0922921355813742,1,7.621834287419915,,14.480709098279476,2.4213339202106,1,16.902043018490076,,6.6321659833192825,1,6.6321659833192825,q06,6,1.0,,True,,True,,1,1.8176671583205462,,,True,,1,3.1087088864296675,1,3.2447499688714743
58,2026-02-10T10:07:36.417253,379.6038329601288,,,True,,53.748416947200894,6.351791089400649,4,60.10020803660154,,234.19749992899597,7.898207986727357,4,242.09570791572332,,51.308542024344206,4,51.308542024344206,q07,7,1.0,,True,,True,,4,8.001083042472601,,,True,,4,23.13408302143216,4,26.09937498345971
59,2026-02-10T10:07:36.666333,172.56754194386303,,,True,,24.215125013142824,2.4393340572714806,2,26.654459070414305,,81.9375419523567,8.322458015754819,2,90.25999996811152,,21.92316693253815,2,21.92316693253815,q08,8,1.0,,True,,True,,2,25.932374875992537,,,True,,2,39.58816616795957,2,33.72991597279906
60,2026-02-10T10:08:12.536610,35758.52762465365,,,True,,49.88845903426409,1.8640831112861633,175,51.75254214555025,,35131.24829088338,5.416832864284515,175,35136.66512374766,,57.37066688016057,175,57.37066688016057,q09,9,1.0,,True,,True,,175,30.665624886751175,,,True,,175,54.409457836300135,175,512.7392918802798
61,2026-02-10T10:08:13.052095,447.96620844863355,,,True,,102.18133311718702,11.611209018155932,20,113.79254213534296,,153.25558301992714,13.666833052411675,20,166.92241607233882,,103.31304208375514,20,103.31304208375514,q10,10,1.0,,True,,True,,20,13.917499920353293,,,True,,20,25.40799998678267,20,63.93820815719664
62,2026-02-10T10:08:13.215319,133.04287381470203,,,True,,19.768707919865847,2.4612080305814743,2,22.22991595044732,,36.507457960397005,4.04208293184638,2,40.549540892243385,,36.940749967470765,2,36.940749967470765,q12,12,1.0,,True,,True,,2,7.121250033378601,,,True,,2,9.868291905149817,2,33.32266700454056
63,2026-02-10T10:08:13.304986,70.45429083518684,,,True,,16.671250108629465,2.65662488527596,1,19.327874993905425,,25.616500061005354,3.093708073720336,1,28.71020813472569,,17.767374869436026,1,17.767374869436026,q14,14,1.0,,True,,True,,1,3.441500011831522,,,True,,1,4.691875074058771,1,4.6488328371196985
64,2026-02-10T10:08:13.814751,414.7346660029143,,,True,,58.79408307373524,4.0887501090765,57,62.88283318281174,,142.00425008311868,3.7512078415602446,57,145.75545792467892,,113.03904186934233,57,113.03904186934233,q18,18,1.0,,True,,True,,57,54.417625069618225,,,True,,57,28.410791885107756,57,93.05733302608132
65,2026-02-10T10:08:13.962327,119.35275117866695,,,True,,28.87575002387166,3.221499966457486,1,32.097249990329146,,43.6252080835402,6.548417033627629,1,50.17362511716783,,28.438334120437503,1,28.438334120437503,q19,19,1.0,,True,,True,,1,3.8113328628242016,,,True,,1,7.197583094239235,1,8.64354195073247
