execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_exec_time_ms,dfc_rewrite_time_ms,dfc_rows,dfc_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,query_name,query_num,tpch_sf,umbra_correctness_error,umbra_correctness_match,umbra_dfc_correctness_error,umbra_dfc_correctness_match,umbra_dfc_error,umbra_dfc_rows,umbra_dfc_time_ms,umbra_error,umbra_logical_correctness_error,umbra_logical_correctness_match,umbra_logical_error,umbra_logical_rows,umbra_logical_time_ms,umbra_rows,umbra_time_ms,postgres_correctness_error,postgres_correctness_match,postgres_dfc_correctness_error,postgres_dfc_correctness_match,postgres_dfc_error,postgres_dfc_rows,postgres_dfc_time_ms,postgres_error,postgres_logical_correctness_error,postgres_logical_correctness_match,postgres_logical_error,postgres_logical_rows,postgres_logical_time_ms,postgres_rows,postgres_time_ms,datafusion_correctness_error,datafusion_correctness_match,datafusion_dfc_correctness_error,datafusion_dfc_correctness_match,datafusion_dfc_error,datafusion_dfc_rows,datafusion_dfc_time_ms,datafusion_error,datafusion_logical_correctness_error,datafusion_logical_correctness_match,datafusion_logical_error,datafusion_logical_rows,datafusion_logical_time_ms,datafusion_rows,datafusion_time_ms
32,2026-02-09T20:03:12.644709,381.74020731821656,,,True,,59.744666097685695,3.0387500301003456,4,62.78341612778604,,232.09362500347197,7.761707995086908,4,239.85533299855888,,56.073417188599706,4,56.073417188599706,q07,7,1.0,,True,,True,,4,6.910000229254365,,,True,,4,17.88791688159108,4,23.028041003271937,,True,,True,,4,467.0437909662723,,,True,,4,950.0158340670168,4,938.8433748390526,,True,,True,,4,619.3328751251101,,,True,,4,1708.055041031912,4,638.7908339966089
33,2026-02-09T20:03:12.890458,172.3851638380438,,,True,,24.920583004131913,2.3175408132374287,2,27.238123817369345,,80.38666588254273,8.110041031613946,2,88.49670691415668,,22.029333049431443,2,22.029333049431443,q08,8,1.0,,True,,True,,2,23.902707966044545,,,True,,2,39.18720781803131,2,34.62100005708635,,True,,True,,2,666.089333826676,,,True,,2,850.8769168984145,2,677.0163329783827,,True,,True,,2,604.7914999071509,,,True,,2,1202.025790931657,2,541.6302501689643
34,2026-02-09T20:04:04.100178,51119.775749975815,,,True,,54.7673748806119,1.86870782636106,175,56.63608270697296,,50814.9300001096,5.373500054702163,175,50820.3035001643,,62.24337499588728,175,62.24337499588728,q09,9,1.0,,True,,True,,175,24.82895809225738,,,True,,175,47.35195799730718,175,180.59279210865495,,True,,True,,175,826.2487498577684,,,True,,175,6525.859666988254,175,3133.6877499707043,,True,,True,,175,616.4221249055117,,,True,,175,20589.21904093586,175,1563.856957945973
35,2026-02-09T20:04:04.425721,269.21500032767653,,,True,,59.6473750192672,8.902708999812603,20,68.5500840190798,,84.33362515643239,6.844625109806657,20,91.17825026623905,,71.00933301262558,20,71.00933301262558,q10,10,1.0,,True,,True,,20,17.314375145360827,,,True,,20,21.54412493109703,20,38.47733302973211,,True,,True,,20,422.85616719163954,,,True,,20,709.4402499496937,20,659.0778338722885,,True,,True,,20,1277.1797920577228,,,True,,20,2098.729666089639,20,1434.4498328864574
36,2026-02-09T20:04:04.545803,93.117541866377,,,True,,19.240542082116008,1.968208001926541,2,21.20875008404255,,33.32791686989367,4.09420789219439,2,37.42212476208806,,20.499834092333913,2,20.499834092333913,q12,12,1.0,,True,,True,,2,5.472416989505291,,,True,,2,10.676166042685509,2,13.986832927912474,,True,,True,,2,342.0214580837637,,,True,,2,741.9025420676917,2,350.2456669230014,,True,,True,,2,644.1659170668572,,,True,,2,1134.1489169280976,2,829.3486249167472
37,2026-02-09T20:04:04.623619,58.39429306797683,,,True,,13.371750013902783,2.5076251477003098,1,15.879375161603091,,22.197166923433542,2.7271669823676348,1,24.924333905801177,,13.718375004827976,1,13.718375004827976,q14,14,1.0,,True,,True,,1,3.6871659103780985,,,True,,1,5.824290914461017,1,3.872208995744586,,True,,True,,1,218.59099995344877,,,True,,1,445.57745894417167,1,235.94849999062717,,True,,True,,1,426.1880409903824,,,True,,1,789.3833748530596,1,487.628041068092
38,2026-02-09T20:04:05.153818,445.9043741226196,,,True,,138.62808304838836,3.950041951611638,57,142.578125,,140.53616719320416,7.656665984541178,57,148.19283317774534,,98.76129101030529,57,98.76129101030529,q18,18,1.0,,True,,True,,57,43.03500009700656,,,True,,57,30.052791815251112,57,56.372124934569,,True,,True,,57,4565.696292091161,,,True,,57,6481.144957942888,57,4146.773457992822,,True,,True,,57,948.533833026886,,,True,,57,2074.669708032161,57,942.0155419502408
39,2026-02-09T20:04:05.291926,114.14912482723594,,,True,,25.564457988366485,3.0668750405311584,1,28.631333028897643,,42.240333976224065,6.155333016067743,1,48.39566699229181,,28.379916911944747,1,28.379916911944747,q19,19,1.0,,True,,True,,1,3.5902918316423893,,,True,,1,7.907207822427154,1,8.742207894101739,,True,,True,,1,241.80187517777085,,,True,,1,536.6565410513431,1,233.59187482856217,,True,,True,,1,535.6303330045193,,,True,,1,859.0392079204321,1,459.5417499076575
40,2026-02-09T20:04:05.741985,307.6733748894185,,,True,,55.929374881088734,2.2230830509215593,4,58.15245793201029,,136.67479204013944,3.7937499582767487,4,140.4685419984162,,50.95866695046425,4,50.95866695046425,q01,1,1.0,,True,,True,,4,81.537667196244,,,True,,4,50.92574981972575,4,58.09370800852776,,True,,True,,4,1134.320207871497,,,True,,4,3752.231374848634,4,1131.1534580308944,,True,,True,,4,540.8277919050306,,,True,,4,1225.1109590288252,4,516.8314999900758
41,2026-02-09T20:04:05.865400,94.73612485453486,,,True,,21.194166969507933,3.730624914169311,10,24.924791883677244,,30.545291025191545,3.978416789323091,10,34.52370781451464,,22.918500006198883,10,22.918500006198883,q03,3,1.0,,True,,True,,10,6.6559999249875546,,,True,,10,8.732625050470233,10,12.3691251501441,,True,,True,,10,224.31808291003108,,,True,,10,470.79454199410975,10,223.76529197208583,,True,,True,,10,538.0233339965343,,,True,,10,962.7935842145234,10,491.9500001706183
42,2026-02-09T20:04:06.208693,194.54129110090437,,,True,,44.57162483595312,2.365166088566184,5,46.9367909245193,,109.1810001526028,2.425124868750572,5,111.60612502135336,,18.330875085666776,5,18.330875085666776,q04,4,1.0,,True,,True,,5,8.787125116214156,,,True,,5,130.21508394740522,5,17.667500069364905,,True,,True,,5,2472.9469169396907,,,True,,5,3573.4601670410484,5,437.3797499574721,,True,,True,,5,543.8484589103609,,,True,,5,1344.1058329772204,5,507.91904190555215
43,2026-02-09T20:04:06.356958,111.13866697996856,,,True,,22.36204221844673,1.872749999165535,5,24.234792217612267,,41.604333091527224,4.202124895527959,5,45.80645798705518,,24.451166857033968,5,24.451166857033968,q05,5,1.0,,True,,True,,5,7.982207927852869,,,True,,5,17.241958063095808,5,16.64624991826713,,True,,True,,5,181.4642499666661,,,True,,5,397.46266696602106,5,202.9310001526028,,True,,True,,5,628.7884588818997,,,True,,5,2109.8113749176264,5,591.796875
44,2026-02-09T20:04:06.408763,35.73733288794756,,,True,,6.406834116205573,1.1107500176876783,1,7.517584133893251,,14.384875074028969,2.498332876712084,1,16.883207950741053,,7.020457880571485,1,7.020457880571485,q06,6,1.0,,True,,True,,1,2.327625174075365,,,True,,1,3.517415840178728,1,4.316082922741771,,True,,True,,1,186.07324990443885,,,True,,1,400.5368328653276,1,186.22841709293425,,True,,True,,1,429.8662089277059,,,True,,1,854.404249927029,1,480.1343330182135
45,2026-02-09T20:04:06.808422,363.36041684262455,,,True,,49.0744998678565,2.785207936540246,4,51.85970780439675,,232.1319170296192,7.750125136226416,4,239.88204216584563,,50.86562503129244,4,50.86562503129244,q07,7,1.0,,True,,True,,4,6.508166901767254,,,True,,4,19.4497499614954,4,20.753041841089725,,True,,True,,4,288.7382919434458,,,True,,4,544.3055420182645,4,348.8785419613123,,True,,True,,4,672.8469578083605,,,True,,4,1764.7547498345375,4,639.567333040759
46,2026-02-09T20:04:07.037058,156.9379586726427,,,True,,23.181334137916565,2.4699168279767036,2,25.65125096589327,,70.85008290596306,8.038540836423635,2,78.8886237423867,,22.420916939154267,2,22.420916939154267,q08,8,1.0,,True,,True,,2,21.544083021581173,,,True,,2,39.1197910066694,2,29.977167025208473,,True,,True,,2,289.8799581453204,,,True,,2,542.2587080392987,2,295.28804193250835,,True,,True,,2,600.0719589646906,,,True,,2,1200.6288750562817,2,571.8594579957426
47,2026-02-09T20:04:41.908337,34725.74341716245,,,True,,53.85537492111325,1.903375145047903,175,55.75875006616115,,34377.872166922316,5.549125140532851,175,34383.42129206285,,55.26479193940759,175,55.26479193940759,q09,9,1.0,,True,,True,,175,35.85874987766147,,,True,,175,90.8716251142323,175,231.29858309403065,,True,,True,,175,662.1887921355665,,,True,,175,6048.269958002493,175,3463.55116693303,,True,,True,,175,576.9169579725713,,,True,,175,20564.94537508115,175,1470.2726248651743
48,2026-02-09T20:04:42.355243,377.8385007753968,,,True,,70.19550004042685,19.895916804671288,20,90.09141684509814,,86.67454216629267,8.039332926273346,20,94.713875092566,,108.83045895025134,20,108.83045895025134,q10,10,1.0,,True,,True,,20,12.311916099861264,,,True,,20,16.83808397501707,20,84.20274988748133,,True,,True,,20,392.22120796330273,,,True,,20,749.12279099226,20,435.7465410139412,,True,,True,,20,1150.013708975166,,,True,,20,2025.9678750298915,20,1238.217792008072
49,2026-02-09T20:04:42.544069,160.90841521508992,,,True,,17.43700006045401,2.01562512665987,2,19.45262518711388,,36.81804100051522,4.053832963109016,2,40.87187396362424,,43.128957971930504,2,43.128957971930504,q12,12,1.0,,True,,True,,2,5.547292064875364,,,True,,2,9.046708000823855,2,57.45495809242129,,True,,True,,2,357.87091706879437,,,True,,2,702.633417211473,2,339.18995899148285,,True,,True,,2,543.2419588323683,,,True,,2,1021.9063749536872,2,921.7065831180662
50,2026-02-09T20:04:42.633500,70.06008271127939,,,True,,14.008916914463043,2.371957991272211,1,16.380874905735254,,22.75554114021361,2.846416784450412,1,25.60195792466402,,24.233999894931912,1,24.233999894931912,q14,14,1.0,,True,,True,,1,3.4861250314861536,,,True,,1,4.058874910697341,1,3.843249985948205,,True,,True,,1,218.65995787084103,,,True,,1,435.96654082648456,1,233.51679206825793,,True,,True,,1,410.66420800052583,,,True,,1,797.8220419026911,1,408.0803750548512
51,2026-02-09T20:04:43.192052,428.6264996044338,,,True,,59.80979185551405,3.957750042900443,57,63.76754189841449,,147.50749990344048,3.7456669379025698,57,151.25316684134305,,99.78066594339909,57,99.78066594339909,q18,18,1.0,,True,,True,,57,77.44808378629386,,,True,,57,38.18995808251202,57,113.82512492127717,,True,,True,,57,4806.144540896639,,,True,,57,6498.864457942545,57,4537.556875031441,,True,,True,,57,1001.28645892255,,,True,,57,2199.0050829481333,57,990.430333185941
52,2026-02-09T20:04:43.396397,146.58270799554884,,,True,,30.531208030879498,3.297290997579694,1,33.82849902845919,,44.66979182325304,6.734292022883892,1,51.40408384613693,,45.16450013034046,1,45.16450013034046,q19,19,1.0,,True,,True,,1,5.894875153899193,,,True,,1,15.067207859829068,1,16.18562499061227,,True,,True,,1,255.48183382488787,,,True,,1,612.1437919791788,1,247.3405001219362,,True,,True,,1,455.3519159089774,,,True,,1,859.4986251555383,1,485.9940831083805
53,2026-02-09T20:04:43.759006,281.87249903567135,,,True,,53.19012491963804,2.4863751605153084,4,55.676500080153346,,121.84716598130764,3.884958103299141,4,125.73212408460677,,52.40041692741215,4,52.40041692741215,q01,1,1.0,,True,,True,,4,34.121291944757104,,,True,,4,35.91854218393564,4,48.06345794349909,,True,,True,,4,1170.9857501555234,,,True,,4,3896.3764579966664,4,1118.4404590167103,,True,,True,,4,492.6054170355201,,,True,,4,1232.8137499280274,4,479.6517079230398
54,2026-02-09T20:04:43.871622,86.1146249808371,,,True,,20.404834067448977,3.2909999135881662,10,23.69583398103714,,29.21529090963304,3.736250102519989,10,32.95154101215303,,20.435707876458764,10,20.435707876458764,q03,3,1.0,,True,,True,,10,6.265792064368725,,,True,,10,8.7330830283463,10,9.031542111188172,,True,,True,,10,294.941124971956,,,True,,10,532.5223340187222,10,230.9094169177115,,True,,True,,10,499.0981249138713,,,True,,10,946.9840829260648,10,446.8056671321392
55,2026-02-09T20:04:44.260828,194.1719593014568,,,True,,44.354540994390845,2.4283339735120535,5,46.7828749679029,,110.01641722396016,2.412749920040369,5,112.42916714400052,,21.289958152920008,5,21.289958152920008,q04,4,1.0,,True,,True,,5,7.822750136256218,,,True,,5,177.08458309061825,5,13.669959036633372,,True,,True,,5,2583.172000013292,,,True,,5,3389.1490830574185,5,455.12004219926894,,True,,True,,5,490.33491709269583,,,True,,5,1096.6358750592915,5,436.7707499768585
56,2026-02-09T20:04:44.412006,111.02366563864052,,,True,,25.273083010688424,1.988457981497049,5,27.261540992185473,,41.99308296665549,4.416374955326319,5,46.40945792198181,,26.654041837900877,5,26.654041837900877,q05,5,1.0,,True,,True,,5,7.876999909058213,,,True,,5,11.464749928563831,5,10.69862488657236,,True,,True,,5,180.68479211069643,,,True,,5,408.0702089704573,5,200.48670889809728,,True,,True,,5,621.670207940042,,,True,,5,1917.0281251426784,5,540.2826659847051
57,2026-02-09T20:04:44.460484,33.23845914565027,,,True,,6.47883303463459,1.1107090394943953,1,7.589542074128985,,13.74216703698039,2.4447080213576555,1,16.186875058338046,,6.890167016535997,1,6.890167016535997,q06,6,1.0,,True,,True,,1,2.219374990090728,,,True,,1,3.0497501138597727,1,2.5718749966472387,,True,,True,,1,194.19970898889005,,,True,,1,409.03437486849725,1,192.33574997633696,,True,,True,,1,419.72120804712176,,,True,,1,846.3660830166191,1,411.1473329830915
58,2026-02-09T20:04:44.874619,372.086541261524,,,True,,51.7410000320524,10.975625133141875,4,62.71662516519427,,227.56387502886355,7.828790927305818,4,235.39266595616937,,53.869750117883086,4,53.869750117883086,q07,7,1.0,,True,,True,,4,9.852624963968992,,,True,,4,22.512208903208375,4,20.107500022277236,,True,,True,,4,305.16412504948676,,,True,,4,566.6653749067336,4,386.27749984152615,,True,,True,,4,665.1189171243459,,,True,,4,1846.6405000071973,4,584.7315420396626
59,2026-02-09T20:04:45.113451,160.382459172979,,,True,,23.13404204323888,2.4184160865843296,2,25.552458129823208,,73.05825012736022,7.952291984111071,2,81.0105421114713,,21.84379193931818,2,21.84379193931818,q08,8,1.0,,True,,True,,2,26.54145797714591,,,True,,2,41.1106669344008,2,31.97566699236631,,True,,True,,2,291.0044169984758,,,True,,2,555.7075410615653,2,318.4945830143988,,True,,True,,2,598.9242079667747,,,True,,2,1192.732458934188,2,553.0795841477811
60,2026-02-09T20:05:20.637145,35410.60329112224,,,True,,51.78454099223018,1.821957994252443,175,53.60649898648262,,35139.5308340434,5.2434580866247416,175,35144.77429213002,,58.920125011354685,175,58.920125011354685,q09,9,1.0,,True,,True,,175,23.5238338354975,,,True,,175,66.08270900323987,175,153.30237499438226,,True,,True,,175,972.8994579054416,,,True,,175,6051.57950008288,175,2274.506875080988,,True,,True,,175,645.7411670126021,,,True,,175,21938.3791659493,175,1499.2878339253366
61,2026-02-09T20:05:21.015131,315.7671655062586,,,True,,63.893749844282866,14.0298327896744,20,77.92358263395727,,88.43362494371831,6.043708883225918,20,94.47733382694425,,86.74120786599815,20,86.74120786599815,q10,10,1.0,,True,,True,,20,12.041124980896711,,,True,,20,18.311165971681476,20,56.62504117935896,,True,,True,,20,389.0007920563221,,,True,,20,748.4300001524389,20,478.5184161737561,,True,,True,,20,1182.3908749502152,,,True,,20,1984.5696659758687,20,1317.633124999702
62,2026-02-09T20:05:21.180352,138.7707486283034,,,True,,23.131874855607748,2.7239168994128704,2,25.85579175502062,,39.56466703675687,4.154665861278772,2,43.719332898035645,,34.11170793697238,2,34.11170793697238,q12,12,1.0,,True,,True,,2,5.977292079478502,,,True,,2,8.632540935650468,2,35.083916038274765,,True,,True,,2,347.153167007491,,,True,,2,705.9919158928096,2,346.9320419244468,,True,,True,,2,486.87937506474555,,,True,,2,1003.8743331097066,2,763.5635831393301
63,2026-02-09T20:05:21.264563,65.70749985985458,,,True,,14.770708046853542,2.5302499998360872,1,17.30095804668963,,21.50920801796019,2.7324999682605267,1,24.241707986220717,,19.37066693790257,1,19.37066693790257,q14,14,1.0,,True,,True,,1,3.3155421260744333,,,True,,1,4.450917011126876,1,4.794166889041662,,True,,True,,1,284.30020809173584,,,True,,1,441.8973331339658,1,218.350957846269,,True,,True,,1,400.1172920688987,,,True,,1,753.0604579951614,1,448.5767500009388
64,2026-02-09T20:05:21.733494,357.54374996759,,,True,,50.82587501965463,3.855541814118624,57,54.681416833773255,,138.87850008904934,3.72041598893702,57,142.59891607798636,,90.36604198627174,57,90.36604198627174,q18,18,1.0,,True,,True,,57,57.16633307747543,,,True,,57,43.20579208433628,57,69.89737506955862,,True,,True,,57,4716.666791820899,,,True,,57,7499.098500004038,57,4586.1393748782575,,True,,True,,57,901.7767501063644,,,True,,57,2023.642749991268,57,898.5373750329018
65,2026-02-09T20:05:21.876854,113.19829220883548,,,True,,23.155750008299947,3.3261249773204327,1,26.48187498562038,,38.27825002372265,6.465667160227895,1,44.74391718395054,,29.558083042502403,1,29.558083042502403,q19,19,1.0,,True,,True,,1,4.406083840876818,,,True,,1,8.204583078622818,1,12.414416996762156,,True,,True,,1,275.9334158618003,,,True,,1,614.3129579722881,1,264.01516585610807,,True,,True,,1,451.08295883983374,,,True,,1,824.9251670204103,1,501.6000831965357
